timestamp,merchant,merchant_category,amount,cardholder_location,card_num,device_id,is_fraud,transaction_id,spike_type,declined
2026-01-01 01:23:03,fraud_Cruickshank_Apparel,misc_net,1062.32,"Miami, FL",4532_9185_3703,DEV_77604,0,TXN-010032,organic,0
2026-01-01 01:28:07,fraud_Rippin_LLC,travel,28.88,"San Francisco, CA",4532_7538_6800,DEV_65105,0,TXN-010033,organic,0
2026-01-01 01:30:35,fraud_Bednar_Inc,grocery_pos,14.81,"Miami, FL",4532_3765_1611,DEV_10443,0,TXN-010034,organic,0
2026-01-01 01:31:26,fraud_Kihn_Inc,grocery_pos,47.6,"New York, NY",4532_4372_1420,DEV_32157,0,TXN-010035,organic,0
2026-01-01 01:47:44,fraud_Vandervort_Tech,health_fitness,41.63,"New York, NY",4532_9336_7310,DEV_81579,0,TXN-010036,organic,0
2026-01-01 01:55:49,fraud_Weber_Market,shopping_net,99.13,"Austin, TX",4532_1675_4283,DEV_60396,0,TXN-010037,organic,0
2026-01-01 01:58:06,fraud_Rippin_LLC,misc_net,8.24,"San Francisco, CA",4532_1360_3471,DEV_51947,0,TXN-010038,organic,0
2026-01-01 02:03:19,fraud_Cruickshank_Apparel,entertainment,103.87,"Austin, TX",4532_9731_9403,DEV_83559,0,TXN-010039,organic,0
2026-01-01 02:04:21,fraud_Kirlin_Inc,travel,9.79,"New York, NY",4532_7940_3049,DEV_69081,0,TXN-010040,organic,0
2026-01-01 02:08:31,fraud_Baumbach_Stores,grocery_net,17.61,"Chicago, IL",4532_6532_5476,DEV_49543,0,TXN-010041,organic,0
2026-01-01 02:12:47,fraud_Bednar_Inc,grocery_pos,49.65,"San Francisco, CA",4532_1210_2454,DEV_87875,0,TXN-010042,organic,0
2026-01-01 02:18:34,fraud_Baumbach_Stores,grocery_pos,42.94,"Seattle, WA",4532_7963_5164,DEV_76770,0,TXN-010043,organic,0
2026-01-01 02:25:24,fraud_Baumbach_Stores,gas_transport,294.81,"Austin, TX",4532_4235_5073,DEV_94943,0,TXN-010044,organic,0
2026-01-01 02:26:38,fraud_Heller_Gas,entertainment,60.37,"Austin, TX",4532_7303_7705,DEV_94722,0,TXN-010045,organic,0
2026-01-01 02:29:41,fraud_Weber_Market,misc_net,28.28,"New York, NY",4532_9856_4114,DEV_25897,0,TXN-010046,organic,0
2026-01-01 02:34:50,fraud_Kirlin_Inc,grocery_pos,152.26,"Austin, TX",4532_7139_7262,DEV_45896,0,TXN-010047,organic,0
2026-01-01 02:37:02,fraud_Rippin_LLC,health_fitness,26.83,"New York, NY",4532_9648_6423,DEV_21851,0,TXN-010048,organic,0
2026-01-01 02:37:15,fraud_Boyer_Group,travel,23.29,"Chicago, IL",4532_7958_8518,DEV_51822,0,TXN-010049,organic,0
2026-01-01 02:39:43,fraud_Vandervort_Tech,health_fitness,46.83,"Austin, TX",4532_4333_1193,DEV_23017,0,TXN-010050,organic,0
2026-01-01 02:42:45,fraud_Schumm_Group,health_fitness,161.35,"New York, NY",4532_9350_8167,DEV_66275,0,TXN-010051,organic,0
2026-01-01 02:43:15,fraud_Weber_Market,health_fitness,82.63,"New York, NY",4532_7878_4293,DEV_11192,0,TXN-010052,organic,0
2026-01-01 02:44:39,fraud_Weber_Market,misc_net,76.05,"Chicago, IL",4532_3294_8402,DEV_88910,0,TXN-010053,organic,0
2026-01-01 02:45:07,fraud_Heller_Gas,entertainment,86.67,"Austin, TX",4532_3512_7714,DEV_29582,0,TXN-010054,organic,0
2026-01-01 02:55:14,fraud_Rippin_LLC,health_fitness,72.55,"Seattle, WA",4532_2850_7893,DEV_82584,0,TXN-010055,organic,0
2026-01-01 02:55:47,fraud_Weber_Market,entertainment,95.21,"Seattle, WA",4532_9169_9870,DEV_94975,0,TXN-010056,organic,0
2026-01-01 02:57:31,fraud_Schumm_Group,grocery_pos,16.42,"Chicago, IL",4532_9356_3897,DEV_38755,0,TXN-010057,organic,0
2026-01-01 02:58:19,fraud_Schumm_Group,shopping_net,1166.82,"Chicago, IL",4532_9185_3703,DEV_82584,1,TXN-010058,organic,0
2026-01-01 02:59:45,fraud_Kirlin_Inc,misc_net,816.31,"Chicago, IL",4532_6883_4151,DEV_45896,0,TXN-010059,organic,0
2026-01-01 03:03:29,fraud_Boyer_Group,health_fitness,126.23,"Seattle, WA",4532_7637_2555,DEV_58527,0,TXN-010060,organic,0
2026-01-01 03:03:37,fraud_Schumm_Group,health_fitness,83.97,"Austin, TX",4532_6818_3618,DEV_55039,0,TXN-010061,organic,0
2026-01-01 03:08:23,fraud_Vandervort_Tech,misc_net,56.83,"Miami, FL",4532_9336_7310,DEV_42353,0,TXN-010062,organic,0
2026-01-01 03:20:26,fraud_Weber_Market,gas_transport,3.78,"Seattle, WA",4532_8940_8181,DEV_59103,0,TXN-010063,organic,0
2026-01-01 03:21:55,fraud_Kirlin_Inc,travel,273.38,"New York, NY",4532_8474_8569,DEV_94722,0,TXN-010064,organic,0
2026-01-01 03:22:00,fraud_Cruickshank_Apparel,entertainment,108.27,"New York, NY",4532_5593_9220,DEV_22967,0,TXN-010065,organic,0
2026-01-01 03:25:36,fraud_Kirlin_Inc,entertainment,20.55,"Chicago, IL",4532_3194_9769,DEV_16867,0,TXN-010066,organic,0
2026-01-01 03:27:47,fraud_Vandervort_Tech,grocery_pos,87.68,"Chicago, IL",4532_4551_8987,DEV_73311,0,TXN-010067,organic,0
2026-01-01 03:34:39,fraud_Bednar_Inc,grocery_pos,15.77,"Miami, FL",4532_2056_3640,DEV_96664,0,TXN-010068,organic,0
2026-01-01 03:35:38,fraud_Kirlin_Inc,grocery_pos,63.1,"San Francisco, CA",4532_3182_5152,DEV_24577,0,TXN-010069,organic,0
2026-01-01 03:42:18,fraud_Cruickshank_Apparel,gas_transport,66.81,"New York, NY",4532_9981_6002,DEV_96295,0,TXN-010070,organic,0
2026-01-01 03:46:20,fraud_Schumm_Group,travel,93.12,"San Francisco, CA",4532_2894_7736,DEV_87497,0,TXN-010071,organic,0
2026-01-01 03:48:18,fraud_Gould_Group,health_fitness,40.0,"Chicago, IL",4532_8233_9720,DEV_94943,0,TXN-010072,organic,0
2026-01-01 03:59:50,fraud_Gould_Group,shopping_net,1143.31,"New York, NY",4532_8098_6729,DEV_96311,0,TXN-010073,organic,0
2026-01-01 04:00:29,fraud_Gould_Group,grocery_pos,45.88,"New York, NY",4532_7109_2234,DEV_53558,0,TXN-010074,organic,0
2026-01-01 04:03:53,fraud_Bednar_Inc,grocery_pos,193.85,"Chicago, IL",4532_3448_5394,DEV_11029,0,TXN-010075,organic,0
2026-01-01 04:04:37,fraud_Baumbach_Stores,grocery_net,50.46,"San Francisco, CA",4532_8021_1470,DEV_90637,0,TXN-010076,organic,0
2026-01-01 04:05:16,fraud_Cruickshank_Apparel,travel,17.79,"San Francisco, CA",4532_7894_7995,DEV_66275,0,TXN-010077,organic,0
2026-01-01 04:08:45,fraud_Vandervort_Tech,grocery_pos,74.15,"Austin, TX",4532_9856_4114,DEV_64689,0,TXN-010078,organic,0
2026-01-01 04:09:50,fraud_Heller_Gas,gas_transport,54.18,"Austin, TX",4532_3257_7079,DEV_69568,0,TXN-010079,organic,0
2026-01-01 04:11:55,fraud_Rippin_LLC,misc_net,981.2,"Miami, FL",4532_6818_3618,DEV_52461,0,TXN-010080,organic,0
2026-01-01 04:12:21,fraud_Gould_Group,shopping_net,15.15,"Miami, FL",4532_4473_1795,DEV_51245,0,TXN-010081,organic,0
2026-01-01 04:16:16,fraud_Rippin_LLC,misc_net,22.15,"San Francisco, CA",4532_3117_5114,DEV_83261,0,TXN-010082,organic,0
2026-01-01 04:16:25,fraud_Bednar_Inc,health_fitness,168.01,"Chicago, IL",4532_1209_5337,DEV_16909,0,TXN-010083,organic,0
2026-01-01 04:17:14,fraud_Rippin_LLC,grocery_net,175.38,"San Francisco, CA",4532_9618_6935,DEV_39008,0,TXN-010084,organic,0
2026-01-01 04:19:48,fraud_Weber_Market,entertainment,40.45,"New York, NY",4532_7963_5164,DEV_72565,0,TXN-010085,organic,0
2026-01-01 04:21:15,fraud_Bednar_Inc,entertainment,5.68,"Austin, TX",4532_7559_2022,DEV_37891,0,TXN-010086,organic,0
2026-01-01 04:22:13,fraud_Rippin_LLC,grocery_pos,26.3,"Austin, TX",4532_5654_2896,DEV_42353,0,TXN-010087,organic,0
2026-01-01 04:22:28,fraud_Kirlin_Inc,grocery_net,20.95,"Seattle, WA",4532_3512_1992,DEV_31696,0,TXN-010088,organic,0
2026-01-01 04:30:59,fraud_Gould_Group,misc_net,37.31,"San Francisco, CA",4532_3944_8680,DEV_16909,0,TXN-010089,organic,0
2026-01-01 04:31:19,fraud_Boyer_Group,gas_transport,27.36,"New York, NY",4532_8877_4672,DEV_20549,0,TXN-010090,organic,0
2026-01-01 04:31:44,fraud_Heller_Gas,shopping_net,117.29,"San Francisco, CA",4532_9036_7565,DEV_24735,0,TXN-010091,organic,0
2026-01-01 04:42:19,fraud_Kihn_Inc,travel,2.7,"Seattle, WA",4532_8102_7701,DEV_53058,0,TXN-010092,organic,0
2026-01-01 04:45:18,fraud_Bednar_Inc,misc_net,69.75,"San Francisco, CA",4532_6988_9421,DEV_28455,0,TXN-010093,organic,0
2026-01-01 04:48:17,fraud_Schumm_Group,grocery_net,73.44,"San Francisco, CA",4532_1119_6059,DEV_44345,0,TXN-010094,organic,0
2026-01-01 04:49:12,fraud_Kihn_Inc,health_fitness,72.74,"New York, NY",4532_9923_5397,DEV_48923,0,TXN-010095,organic,0
2026-01-01 04:55:18,fraud_Vandervort_Tech,grocery_net,50.29,"Austin, TX",4532_9801_7321,DEV_82805,0,TXN-010096,organic,0
2026-01-01 04:58:23,fraud_Bednar_Inc,travel,63.89,"Chicago, IL",4532_5078_6363,DEV_32362,0,TXN-010097,organic,0
2026-01-01 05:01:13,fraud_Bednar_Inc,misc_net,110.62,"Seattle, WA",4532_6835_5839,DEV_30652,0,TXN-010098,organic,0
2026-01-01 05:02:59,fraud_Rippin_LLC,health_fitness,102.17,"Miami, FL",4532_3131_7127,DEV_80118,1,TXN-010099,organic,0
2026-01-01 05:08:30,fraud_Bednar_Inc,shopping_net,4.79,"New York, NY",4532_7940_3049,DEV_89021,0,TXN-010100,organic,0
2026-01-01 05:13:01,fraud_Gould_Group,misc_net,4.51,"Austin, TX",4532_8929_6714,DEV_76610,0,TXN-010101,organic,0
2026-01-01 05:19:16,fraud_Cruickshank_Apparel,misc_net,121.19,"San Francisco, CA",4532_8352_1248,DEV_89404,0,TXN-010102,organic,0
2026-01-01 05:23:36,fraud_Cruickshank_Apparel,shopping_net,58.08,"Chicago, IL",4532_7216_9980,DEV_78421,0,TXN-010103,organic,0
2026-01-01 05:24:15,fraud_Vandervort_Tech,gas_transport,207.68,"Miami, FL",4532_5312_2595,DEV_95979,0,TXN-010104,organic,0
2026-01-01 05:24:37,fraud_Weber_Market,travel,297.14,"Seattle, WA",4532_2590_8585,DEV_36737,0,TXN-010105,organic,0
2026-01-01 05:27:55,fraud_Baumbach_Stores,grocery_net,15.14,"Miami, FL",4532_6835_5839,DEV_39008,0,TXN-010106,organic,0
2026-01-01 05:29:42,fraud_Heller_Gas,shopping_net,44.17,"New York, NY",4532_3294_8402,DEV_66022,0,TXN-010107,organic,0
2026-01-01 05:30:16,fraud_Boyer_Group,grocery_pos,39.79,"San Francisco, CA",4532_9742_9643,DEV_25607,0,TXN-010108,organic,0
2026-01-01 05:32:55,fraud_Weber_Market,grocery_pos,49.83,"San Francisco, CA",4532_3191_8244,DEV_31696,0,TXN-010109,organic,0
2026-01-01 05:44:15,fraud_Gould_Group,grocery_pos,109.75,"Chicago, IL",4532_9798_9633,DEV_45663,0,TXN-010110,organic,0
2026-01-01 05:49:06,fraud_Gould_Group,grocery_pos,71.78,"Miami, FL",4532_8639_1274,DEV_64448,0,TXN-010111,organic,0
2026-01-01 05:49:28,fraud_Kirlin_Inc,health_fitness,15.82,"New York, NY",4532_2499_7429,DEV_69522,0,TXN-010112,organic,0
2026-01-01 05:54:13,fraud_Cruickshank_Apparel,travel,88.69,"San Francisco, CA",4532_3261_7170,DEV_83624,0,TXN-010113,organic,0
2026-01-01 05:55:41,fraud_Kihn_Inc,entertainment,60.76,"Miami, FL",4532_8929_6714,DEV_85689,0,TXN-010114,organic,0
2026-01-01 05:59:36,fraud_Schumm_Group,gas_transport,58.63,"Miami, FL",4532_9356_3897,DEV_15724,0,TXN-010115,organic,0
2026-01-01 06:00:50,fraud_Bednar_Inc,entertainment,76.21,"Austin, TX",4532_2699_1223,DEV_94038,0,TXN-010116,organic,0
2026-01-01 06:03:17,fraud_Boyer_Group,misc_net,56.45,"Chicago, IL",4532_7813_7367,DEV_33294,0,TXN-010117,organic,0
2026-01-01 06:05:59,fraud_Schumm_Group,misc_net,42.25,"San Francisco, CA",4532_1700_7895,DEV_94173,0,TXN-010118,organic,0
2026-01-01 06:13:51,fraud_Weber_Market,shopping_net,68.98,"Austin, TX",4532_9571_6819,DEV_16685,0,TXN-010119,organic,0
2026-01-01 06:14:50,fraud_Schumm_Group,grocery_pos,86.11,"Chicago, IL",4532_7764_8257,DEV_12990,0,TXN-010120,organic,0
2026-01-01 06:14:59,fraud_Kirlin_Inc,health_fitness,19.13,"Austin, TX",4532_8125_7686,DEV_56115,0,TXN-010121,organic,0
2026-01-01 06:15:51,fraud_Boyer_Group,health_fitness,47.17,"San Francisco, CA",4532_6845_9516,DEV_93233,0,TXN-010122,organic,0
2026-01-01 06:21:13,fraud_Boyer_Group,shopping_net,682.6,"New York, NY",4532_9356_3897,DEV_82669,1,TXN-010123,organic,0
2026-01-01 06:23:15,fraud_Kirlin_Inc,misc_net,803.58,"Austin, TX",4532_4074_2112,DEV_49795,0,TXN-010124,organic,0
2026-01-01 06:23:24,fraud_Gould_Group,grocery_pos,119.4,"Austin, TX",4532_1210_2454,DEV_76076,0,TXN-010125,organic,0
2026-01-01 06:24:48,fraud_Kirlin_Inc,travel,33.3,"Miami, FL",4532_9356_3897,DEV_12725,0,TXN-010126,organic,0
2026-01-01 06:27:27,fraud_Gould_Group,grocery_net,7.41,"Seattle, WA",4532_8658_8995,DEV_51844,0,TXN-010127,organic,0
2026-01-01 06:27:55,fraud_Kihn_Inc,gas_transport,42.3,"San Francisco, CA",4532_2671_3771,DEV_96399,0,TXN-010128,organic,0
2026-01-01 06:28:51,fraud_Vandervort_Tech,misc_net,884.81,"Austin, TX",4532_1855_2950,DEV_66410,0,TXN-010129,organic,0
2026-01-01 06:29:42,fraud_Gould_Group,grocery_net,81.72,"Seattle, WA",4532_7109_2234,DEV_98568,0,TXN-010130,organic,0
2026-01-01 06:29:46,fraud_Schumm_Group,shopping_net,57.63,"New York, NY",4532_1688_9159,DEV_84163,0,TXN-010131,organic,0
2026-01-01 06:30:29,fraud_Gould_Group,grocery_net,22.97,"Austin, TX",4532_3661_6556,DEV_89670,0,TXN-010132,organic,0
2026-01-01 06:30:46,fraud_Vandervort_Tech,shopping_net,197.84,"Chicago, IL",4532_5866_4114,DEV_85131,0,TXN-010133,organic,0
2026-01-01 06:40:22,fraud_Weber_Market,misc_net,415.19,"New York, NY",4532_4803_2877,DEV_38233,0,TXN-010134,organic,0
2026-01-01 06:40:42,fraud_Bednar_Inc,entertainment,55.13,"New York, NY",4532_3182_5152,DEV_74901,0,TXN-010135,organic,0
2026-01-01 06:46:03,fraud_Kirlin_Inc,health_fitness,107.63,"Austin, TX",4532_7195_2007,DEV_25699,0,TXN-010136,organic,0
2026-01-01 07:12:18,fraud_Bednar_Inc,travel,331.18,"Austin, TX",4532_5853_7450,DEV_79812,0,TXN-010137,organic,0
2026-01-01 07:13:34,fraud_Kirlin_Inc,travel,213.13,"Miami, FL",4532_1667_7159,DEV_82530,0,TXN-010138,organic,0
2026-01-01 07:15:19,fraud_Heller_Gas,health_fitness,123.2,"San Francisco, CA",4532_7559_2022,DEV_85836,0,TXN-010139,organic,0
2026-01-01 07:15:55,fraud_Kihn_Inc,gas_transport,167.51,"Miami, FL",4532_1513_5427,DEV_79180,0,TXN-010140,organic,0
2026-01-01 07:18:16,fraud_Cruickshank_Apparel,travel,32.81,"Chicago, IL",4532_8765_1777,DEV_55834,1,TXN-010141,organic,0
2026-01-01 07:21:45,fraud_Schumm_Group,grocery_net,54.17,"San Francisco, CA",4532_8102_7701,DEV_83559,0,TXN-010142,organic,0
2026-01-01 07:22:47,fraud_Schumm_Group,travel,121.69,"Miami, FL",4532_5785_5879,DEV_15331,0,TXN-010143,organic,0
2026-01-01 07:23:36,fraud_Weber_Market,grocery_net,154.48,"Miami, FL",4532_7048_1693,DEV_23224,0,TXN-010144,organic,0
2026-01-01 07:25:34,fraud_Baumbach_Stores,misc_net,190.28,"Austin, TX",4532_4333_1193,DEV_77728,0,TXN-010145,organic,0
2026-01-01 07:26:30,fraud_Cruickshank_Apparel,travel,932.53,"Miami, FL",4532_8877_7666,DEV_87875,0,TXN-010146,organic,0
2026-01-01 07:26:46,fraud_Cruickshank_Apparel,misc_net,87.79,"Austin, TX",4532_8923_1084,DEV_80795,0,TXN-010147,organic,0
2026-01-01 07:26:59,fraud_Kirlin_Inc,travel,1128.15,"New York, NY",4532_7195_7162,DEV_60402,0,TXN-010148,organic,0
2026-01-01 07:37:06,fraud_Schumm_Group,health_fitness,27.09,"San Francisco, CA",4532_9856_4114,DEV_15676,0,TXN-010149,organic,0
2026-01-01 07:41:30,fraud_Heller_Gas,shopping_net,11.47,"Austin, TX",4532_7048_1693,DEV_67239,0,TXN-010150,organic,0
2026-01-01 07:41:52,fraud_Schumm_Group,grocery_pos,13.43,"Seattle, WA",4532_3090_1296,DEV_65476,0,TXN-010151,organic,0
2026-01-01 07:42:18,fraud_Cruickshank_Apparel,grocery_pos,24.84,"Seattle, WA",4532_2066_1971,DEV_51274,0,TXN-010152,organic,0
2026-01-01 07:43:18,fraud_Kirlin_Inc,grocery_pos,7.55,"Seattle, WA",4532_9036_7565,DEV_52688,0,TXN-010153,organic,0
2026-01-01 07:46:44,fraud_Gould_Group,shopping_net,20.6,"Seattle, WA",4532_7913_2393,DEV_22820,0,TXN-010154,organic,0
2026-01-01 07:52:45,fraud_Gould_Group,grocery_pos,206.99,"Miami, FL",4532_5654_2896,DEV_14453,0,TXN-010155,organic,0
2026-01-01 07:57:05,fraud_Vandervort_Tech,health_fitness,26.8,"Seattle, WA",4532_9778_1361,DEV_12990,0,TXN-010156,organic,0
2026-01-01 07:57:49,fraud_Rippin_LLC,misc_net,670.89,"Austin, TX",4532_7197_5488,DEV_62529,0,TXN-010157,organic,0
2026-01-01 08:00:34,fraud_Boyer_Group,entertainment,84.85,"New York, NY",4532_1009_6048,DEV_12725,0,TXN-010158,organic,0
2026-01-01 08:01:25,fraud_Kihn_Inc,entertainment,117.11,"Chicago, IL",4532_2074_4524,DEV_33120,0,TXN-010159,organic,0
2026-01-01 08:01:27,fraud_Kirlin_Inc,travel,27.0,"Chicago, IL",4532_2130_3984,DEV_97322,0,TXN-010160,organic,0
2026-01-01 08:04:52,fraud_Gould_Group,entertainment,23.72,"New York, NY",4532_7813_7367,DEV_98607,0,TXN-010161,organic,0
2026-01-01 08:08:56,fraud_Weber_Market,grocery_pos,20.49,"Miami, FL",4532_4318_3933,DEV_17512,0,TXN-010162,organic,0
2026-01-01 08:15:25,fraud_Boyer_Group,entertainment,34.98,"San Francisco, CA",4532_7798_6552,DEV_80575,0,TXN-010163,organic,0
2026-01-01 08:16:17,fraud_Boyer_Group,grocery_net,8.43,"San Francisco, CA",4532_9644_9080,DEV_88910,0,TXN-010164,organic,0
2026-01-01 08:16:53,fraud_Boyer_Group,grocery_pos,74.39,"Austin, TX",4532_8639_1274,DEV_96664,0,TXN-010165,organic,0
2026-01-01 08:18:02,fraud_Cruickshank_Apparel,grocery_net,114.77,"Chicago, IL",4532_2410_9527,DEV_15676,0,TXN-010166,organic,0
2026-01-01 08:21:03,fraud_Vandervort_Tech,misc_net,73.33,"New York, NY",4532_7352_7861,DEV_52646,0,TXN-010167,organic,0
2026-01-01 08:24:17,fraud_Weber_Market,grocery_net,38.04,"Miami, FL",4532_5240_3510,DEV_95464,0,TXN-010168,organic,0
2026-01-01 08:38:05,fraud_Rippin_LLC,misc_net,24.67,"New York, NY",4532_3182_5152,DEV_31621,0,TXN-010169,organic,0
2026-01-01 08:42:26,fraud_Weber_Market,shopping_net,36.74,"Chicago, IL",4532_4235_5073,DEV_15724,0,TXN-010170,organic,0
2026-01-01 08:45:41,fraud_Weber_Market,shopping_net,38.34,"New York, NY",4532_4318_3933,DEV_97612,0,TXN-010171,organic,0
2026-01-01 08:46:08,fraud_Kirlin_Inc,travel,73.78,"New York, NY",4532_6084_2485,DEV_76576,0,TXN-010172,organic,0
2026-01-01 08:46:25,fraud_Vandervort_Tech,grocery_net,173.58,"New York, NY",4532_2122_1341,DEV_20549,0,TXN-010173,organic,0
2026-01-01 08:47:09,fraud_Bednar_Inc,gas_transport,7.26,"Austin, TX",4532_4074_2112,DEV_14617,0,TXN-010174,organic,0
2026-01-01 08:50:52,fraud_Vandervort_Tech,misc_net,201.74,"Miami, FL",4532_2342_6441,DEV_33859,0,TXN-010175,organic,0
2026-01-01 08:55:01,fraud_Bednar_Inc,health_fitness,159.16,"San Francisco, CA",4532_5070_4893,DEV_13586,0,TXN-010176,organic,0
2026-01-01 08:56:15,fraud_Rippin_LLC,grocery_pos,10.64,"Miami, FL",4532_7169_7784,DEV_20275,0,TXN-010177,organic,0
2026-01-01 08:58:29,fraud_Kirlin_Inc,gas_transport,15.68,"Chicago, IL",4532_5785_5879,DEV_55692,0,TXN-010178,organic,0
2026-01-01 08:59:16,fraud_Cruickshank_Apparel,misc_net,26.77,"San Francisco, CA",4532_5376_4622,DEV_55393,0,TXN-010179,organic,0
2026-01-01 09:04:06,fraud_Boyer_Group,grocery_pos,55.81,"Seattle, WA",4532_7233_9068,DEV_82682,0,TXN-010180,organic,0
2026-01-01 09:06:06,fraud_Kirlin_Inc,misc_net,11.89,"Austin, TX",4532_5591_4178,DEV_48923,0,TXN-010181,organic,0
2026-01-01 09:08:50,fraud_Cruickshank_Apparel,misc_net,17.03,"San Francisco, CA",4532_3661_6556,DEV_25408,0,TXN-010182,organic,0
2026-01-01 09:15:20,fraud_Heller_Gas,health_fitness,153.93,"San Francisco, CA",4532_1658_5770,DEV_28699,0,TXN-010183,organic,0
2026-01-01 09:15:47,fraud_Rippin_LLC,grocery_pos,159.23,"Chicago, IL",4532_VELOCITY_ABUSE_44_0,DEV_VEL_44_0,1,TXN-010184,velocity_abuse,0
2026-01-01 09:16:31,fraud_Boyer_Group,shopping_net,138.78,"Chicago, IL",4532_VELOCITY_ABUSE_44_0,DEV_VEL_44_0,1,TXN-010185,velocity_abuse,0
2026-01-01 09:20:35,fraud_Kirlin_Inc,grocery_pos,10.02,"San Francisco, CA",4532_6785_2320,DEV_68847,0,TXN-010186,organic,0
2026-01-01 09:21:31,fraud_Cruickshank_Apparel,misc_net,35.58,"New York, NY",4532_6344_1580,DEV_15676,0,TXN-010187,organic,0
